# columns = ['i', 'j', 'weight', 'delay']
41.0	0.0	0.011250000000000005	9.8
60.0	0.0	0.011250000000000005	9.8
99.0	0.0	0.011250000000000005	9.8
24.0	0.0	0.011250000000000005	9.8
8.0	0.0	0.011250000000000005	9.8
68.0	0.0	0.011250000000000005	9.8
23.0	0.0	0.011250000000000005	9.8
69.0	0.0	0.011250000000000005	9.8
21.0	0.0	0.011250000000000005	9.8
29.0	0.0	0.011250000000000005	9.8
59.0	0.0	0.011250000000000005	9.8
31.0	0.0	0.011250000000000005	9.8
71.0	0.0	0.011250000000000005	9.8
18.0	0.0	0.011250000000000005	9.8
70.0	0.0	0.011250000000000005	9.8
12.0	1.0	0.010738670137445634	9.8
11.0	1.0	0.010738670137445634	9.8
19.0	1.0	0.010738670137445634	9.8
82.0	1.0	0.010738670137445634	9.8
10.0	1.0	0.010738670137445634	9.8
97.0	1.0	0.010738670137445634	9.8
85.0	1.0	0.010738670137445634	9.8
92.0	1.0	0.010738670137445634	9.8
36.0	1.0	0.010738670137445634	9.8
18.0	1.0	0.010738670137445634	9.8
66.0	1.0	0.010738670137445634	9.8
40.0	1.0	0.010738670137445634	9.8
3.0	1.0	0.010738670137445634	9.8
70.0	1.0	0.010738670137445634	9.8
86.0	1.0	0.010738670137445634	9.8
56.0	2.0	0.010250581006299253	9.8
84.0	2.0	0.010250581006299253	9.8
11.0	2.0	0.010250581006299253	9.8
59.0	2.0	0.010250581006299253	9.8
76.0	2.0	0.010250581006299253	9.8
94.0	2.0	0.010250581006299253	9.8
41.0	2.0	0.010250581006299253	9.8
25.0	2.0	0.010250581006299253	9.8
87.0	2.0	0.010250581006299253	9.8
83.0	2.0	0.010250581006299253	9.8
23.0	2.0	0.010250581006299253	9.8
97.0	2.0	0.010250581006299253	9.8
60.0	2.0	0.010250581006299253	9.8
69.0	2.0	0.010250581006299253	9.8
64.0	2.0	0.010250581006299253	9.8
25.0	3.0	0.009784676279450066	9.8
14.0	3.0	0.009784676279450066	9.8
